18.2652,18.4963,0.671633,150.636,-0.397752
17.5272,18.3885,0.841236,150.889,0.0629607
16.9763,18.4037,0.279446,150.686,0.29997
16.7189,18.4539,0.267991,150.529,0.281443
16.4136,18.5668,0.394229,150.408,0.0869513
16.0344,18.7405,0.442269,150.471,-0.236894
15.4693,18.8766,0.768998,150.811,-0.33233
14.7645,18.6856,0.796668,151.375,-0.405364
14.3017,18.157,0.619716,151.554,0.15289
13.8883,17.8401,0.44392,151.34,0.252032
13.392,17.6476,0.63987,151.543,-0.62855
13.225,17.443,-0.0914233,151.69,0.0830886
13.2984,17.5356,-0.146274,151.716,0.132547
13.289,17.524,0.176255,151.717,-0.178112
13.1927,17.3891,0.158857,151.767,-0.124374
13.0972,17.2448,0.199132,151.858,-0.389878
13.0347,17.1108,0.115501,151.966,-0.308922
12.9624,16.9261,0.306204,152.109,-0.38333
12.9462,16.8631,-0.174495,152.129,0.0787859
12.8984,16.6432,0.62645,152.087,0.10566
12.7225,16.1351,0.449453,152.052,-0.039765
12.5738,15.6346,0.595159,152.031,0.0802447
12.5731,15.5395,-0.394314,152.095,-0.735618
12.6221,15.6382,0.133894,151.957,-0.38806
12.5801,15.5266,0.124058,152.055,-0.393911
12.5247,15.3098,0.348502,152.207,-0.260931
12.504,15.0098,0.277839,152.382,-0.304279
13.0563,14.2313,1.64098,152.187,0.507161
11.8286,13.407,1.64197,150.762,0.390888
10.6363,14.3263,1.76441,149.169,0.582179
11.9317,15.1095,1.70431,147.476,0.437543
12.3783,14.0468,2.3668,144.121,1.50008
11.8924,13.9592,3.4492,138.389,1.98277
10.5622,13.7718,3.50764,131.972,1.9518
8.89088,13.9902,3.27604,126.086,2.22993
7.79227,12.3784,3.23718,120.87,2.1961
8.59861,10.1247,3.63837,115.935,2.48584
10.6382,11.0021,4.13686,109.552,1.8715
11.1281,9.64033,4.12673,101.812,1.98582
9.90266,8.72458,4.17696,94.0929,1.91049
9.03796,10.9864,4.0211,87.4782,2.49508
5.80118,10.2357,3.97403,83.0329,2.60896
7.9567,8.16412,4.39965,77.1705,2.12315
7.07987,6.11177,4.49844,69.473,2.06942
4.68052,8.42134,4.29428,63.7329,2.79118
8.08843,6.22032,4.30269,60.8914,2.81827
4.08512,6.79838,4.86416,56.5799,2.48558
0.859796,6.53483,4.77687,49.4342,2.12797
1.30736,9.08016,4.82882,41.3377,2.14997
3.67736,8.06769,4.79825,33.2068,2.1216
1.85916,6.06089,4.94552,25.1069,2.19873
0.0567627,8.26249,5.33902,16.5401,2.11554
2.57192,5.28571,6.24353,7.97236,2.50236
0.111356,9.88281e-05,5.64344,5.66337,3.38985
0.103947,0.000360242,0.0441459,-0.0241955,-0.253469
0.0669746,0.000817397,0.0338955,0.000743236,-0.397054
0.024961,0,0.0503461,0.00652097,0.259776
0,0,0,0,0
